schema,table,column,data_type,classification,is_pk,fk_references
intake,people_raw_intake,slot_type,character varying,DATA,,
intake,people_raw_intake,source_record_id,character varying,DATA,,
intake,people_raw_intake,source_system,character varying,DATA,,
intake,people_raw_intake,state,character varying,OPERATIONAL,,
intake,people_raw_intake,state_abbrev,character varying,DATA,,
intake,people_raw_intake,title,character varying,DATA,,
intake,people_raw_intake,twitter_url,text,DATA,,
intake,people_raw_intake,updated_at,timestamp without time zone,AUDIT,,
intake,people_raw_intake,validated,boolean,DATA,,
intake,people_raw_intake,validated_at,timestamp without time zone,DATA,,
intake,people_raw_intake,validated_by,character varying,DATA,,
intake,people_raw_intake,validation_notes,text,DATA,,
intake,people_raw_intake,work_phone,character varying,DATA,,
intake,people_raw_wv,city,text,DATA,,
intake,people_raw_wv,company_name,text,DATA,,
intake,people_raw_wv,company_unique_id,text,CTB_PATH,,
intake,people_raw_wv,created_at,timestamp without time zone,AUDIT,,
intake,people_raw_wv,email,text,DATA,,
intake,people_raw_wv,first_name,text,DATA,,
intake,people_raw_wv,full_name,text,DATA,,
intake,people_raw_wv,last_name,text,DATA,,
intake,people_raw_wv,linkedin_url,text,DATA,,
intake,people_raw_wv,phone,text,DATA,,
intake,people_raw_wv,state,text,OPERATIONAL,,
intake,people_raw_wv,title,text,DATA,,
intake,people_raw_wv,unique_id,text,PK,PK,
intake,people_staging,company_unique_id,text,CTB_PATH,,
intake,people_staging,confidence_score,numeric,DATA,,
intake,people_staging,created_at,timestamp without time zone,AUDIT,,
intake,people_staging,email,character varying,DATA,,
intake,people_staging,first_name,character varying,DATA,,
intake,people_staging,id,integer,PK,PK,
intake,people_staging,last_name,character varying,DATA,,
intake,people_staging,linkedin_url,character varying,DATA,,
intake,people_staging,mapped_slot_type,character varying,DATA,,
intake,people_staging,normalized_title,character varying,DATA,,
intake,people_staging,processed_at,timestamp without time zone,DATA,,
intake,people_staging,raw_name,text,DATA,,
intake,people_staging,raw_title,text,DATA,,
intake,people_staging,source_url_id,uuid,DATA,,
intake,people_staging,status,character varying,OPERATIONAL,,
intake,quarantine,address,text,DATA,,
intake,quarantine,batch_id,text,DATA,,
intake,quarantine,city,text,DATA,,
intake,quarantine,company_name,text,DATA,,
intake,quarantine,company_unique_id,text,CTB_PATH,,
intake,quarantine,created_at,timestamp without time zone,AUDIT,,
intake,quarantine,domain,text,DATA,,
intake,quarantine,employee_count,integer,DATA,,
intake,quarantine,enrichment_data,jsonb,DATA,,
intake,quarantine,failed_at,timestamp without time zone,DATA,,
intake,quarantine,id,bigint,PK,PK,
intake,quarantine,industry,text,DATA,,
intake,quarantine,linkedin_url,text,DATA,,
intake,quarantine,location,text,DATA,,
intake,quarantine,phone,text,DATA,,
intake,quarantine,promoted_at,timestamp without time zone,DATA,,
intake,quarantine,promoted_to,text,DATA,,
intake,quarantine,reason_code,text,DATA,,
intake,quarantine,revenue,numeric,DATA,,
intake,quarantine,reviewed,boolean,DATA,,
intake,quarantine,source_table,text,DATA,,
intake,quarantine,state,text,OPERATIONAL,,
intake,quarantine,updated_at,timestamp without time zone,AUDIT,,
intake,quarantine,validation_errors,jsonb,DATA,,
intake,quarantine,validation_status,text,OPERATIONAL,,
intake,quarantine,validation_warnings,jsonb,DATA,,
intake,quarantine,website,text,DATA,,
intake,quarantine,zip,text,DATA,,
marketing,company_master,bit_band,integer,DATA,,
marketing,company_master,bit_phase,text,DATA,,
marketing,company_master,company_name,character varying,DATA,,
marketing,company_master,company_unique_id,character varying,PK,PK,
marketing,company_master,created_at,timestamp without time zone,AUDIT,,
marketing,company_master,domain,character varying,DATA,,
marketing,company_master,email_pattern,character varying,DATA,,
marketing,company_master,employee_count,integer,DATA,,
marketing,company_master,industry,character varying,DATA,,
marketing,company_master,pattern_confidence,numeric,DATA,,
marketing,company_master,source,character varying,DATA,,
marketing,company_master,source_file,character varying,DATA,,
marketing,company_master,updated_at,timestamp without time zone,AUDIT,,
marketing,failed_company_match,best_match_company,character varying,DATA,,
marketing,failed_company_match,best_match_notes,text,DATA,,
marketing,failed_company_match,best_match_score,numeric,DATA,,
marketing,failed_company_match,company_name_raw,character varying,DATA,,
marketing,failed_company_match,created_at,timestamp without time zone,AUDIT,,
marketing,failed_company_match,full_name,character varying,DATA,,
marketing,failed_company_match,id,integer,PK,PK,
marketing,failed_company_match,job_title,character varying,DATA,,
marketing,failed_company_match,linkedin_url,character varying,DATA,,
marketing,failed_company_match,person_id,character varying,CTB_PATH,,
marketing,failed_company_match,resolution,character varying,DATA,,
marketing,failed_company_match,resolution_notes,text,DATA,,
marketing,failed_company_match,resolution_status,character varying,OPERATIONAL,,
marketing,failed_company_match,resolved_at,timestamp without time zone,DATA,,
marketing,failed_company_match,resolved_by,character varying,DATA,,
marketing,failed_company_match,resolved_company_id,character varying,DATA,,
marketing,failed_company_match,source,character varying,DATA,,
marketing,failed_company_match,source_file,character varying,DATA,,
marketing,failed_company_match,title_seniority,character varying,DATA,,
marketing,failed_company_match,updated_at,timestamp without time zone,AUDIT,,
marketing,failed_email_verification,company_domain,character varying,DATA,,
marketing,failed_email_verification,company_id,character varying,DATA,,
marketing,failed_email_verification,company_name,character varying,DATA,,
marketing,failed_email_verification,company_name_raw,character varying,DATA,,
marketing,failed_email_verification,created_at,timestamp without time zone,AUDIT,,
marketing,failed_email_verification,email_pattern,character varying,DATA,,
marketing,failed_email_verification,email_variants,text,DATA,,
marketing,failed_email_verification,full_name,character varying,DATA,,
marketing,failed_email_verification,generated_email,character varying,DATA,,
marketing,failed_email_verification,id,integer,PK,PK,
marketing,failed_email_verification,job_title,character varying,DATA,,
marketing,failed_email_verification,linkedin_url,character varying,DATA,,
marketing,failed_email_verification,person_id,character varying,CTB_PATH,,
marketing,failed_email_verification,resolution,character varying,DATA,,
marketing,failed_email_verification,resolution_notes,text,DATA,,
marketing,failed_email_verification,resolution_status,character varying,OPERATIONAL,,
marketing,failed_email_verification,resolved_at,timestamp without time zone,DATA,,
marketing,failed_email_verification,resolved_by,character varying,DATA,,
marketing,failed_email_verification,slot_type,character varying,DATA,,
marketing,failed_email_verification,source,character varying,DATA,,
marketing,failed_email_verification,source_file,character varying,DATA,,
marketing,failed_email_verification,title_seniority,character varying,DATA,,
marketing,failed_email_verification,updated_at,timestamp without time zone,AUDIT,,
marketing,failed_email_verification,verification_error,character varying,DATA,,
marketing,failed_email_verification,verification_notes,text,DATA,,
marketing,failed_email_verification,verified_email,character varying,DATA,,
marketing,failed_email_verification,verified_email_source,character varying,DATA,,
marketing,failed_low_confidence,company_name_raw,character varying,DATA,,
marketing,failed_low_confidence,confirmed_company_id,character varying,DATA,,
marketing,failed_low_confidence,created_at,timestamp without time zone,AUDIT,,
marketing,failed_low_confidence,full_name,character varying,DATA,,
marketing,failed_low_confidence,fuzzy_score,numeric,DATA,,
marketing,failed_low_confidence,id,integer,PK,PK,
marketing,failed_low_confidence,job_title,character varying,DATA,,
marketing,failed_low_confidence,linkedin_url,character varying,DATA,,
marketing,failed_low_confidence,match_notes,text,DATA,,
marketing,failed_low_confidence,matched_company_domain,character varying,DATA,,
marketing,failed_low_confidence,matched_company_id,character varying,DATA,,
marketing,failed_low_confidence,matched_company_name,character varying,DATA,,
marketing,failed_low_confidence,person_id,character varying,CTB_PATH,,
marketing,failed_low_confidence,resolution,character varying,DATA,,
marketing,failed_low_confidence,resolution_notes,text,DATA,,
marketing,failed_low_confidence,resolution_status,character varying,OPERATIONAL,,
marketing,failed_low_confidence,resolved_at,timestamp without time zone,DATA,,
marketing,failed_low_confidence,resolved_by,character varying,DATA,,
marketing,failed_low_confidence,source,character varying,DATA,,
marketing,failed_low_confidence,source_file,character varying,DATA,,
marketing,failed_low_confidence,title_seniority,character varying,DATA,,
marketing,failed_low_confidence,updated_at,timestamp without time zone,AUDIT,,
marketing,failed_no_pattern,company_domain,character varying,DATA,,
marketing,failed_no_pattern,company_id,character varying,DATA,,
marketing,failed_no_pattern,company_name,character varying,DATA,,
marketing,failed_no_pattern,company_name_raw,character varying,DATA,,
marketing,failed_no_pattern,created_at,timestamp without time zone,AUDIT,,
marketing,failed_no_pattern,failure_notes,text,DATA,,
marketing,failed_no_pattern,failure_reason,character varying,DATA,,
marketing,failed_no_pattern,full_name,character varying,DATA,,
marketing,failed_no_pattern,id,integer,PK,PK,
marketing,failed_no_pattern,job_title,character varying,DATA,,
